,index,Fauna/Flora,Grupo,Família,Espécie (Simplificado),Nome Comum,Categoria de Ameaça,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Ordenamento Pesqueiro ,Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência_x,Estados de Ocorrência_y,lats_longs_animals
1129,2631,Fauna,Invertebrados Aquáticos,Spongillidae,Racekiela cavernicola,Esponja,Criticamente em Perigo (CR),CR,Caatinga; Mata Atlântica,Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,3.0,Sim,BA,BA,[-37.10994599 -10.09255985]
1130,2632,Fauna,Peixes Continentais,Characidae,Rachoviscus crassiceps,Lambari-da-restinga,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano:cidades,Sim,Sim,Não,2.0,Sim,PR; SC; SP,PR,[-53.43943673 -24.44136195]
1131,2632,Fauna,Peixes Continentais,Characidae,Rachoviscus crassiceps,Lambari-da-restinga,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano:cidades,Sim,Sim,Não,2.0,Sim,PR; SC; SP,SC,[-49.02885024 -24.47235305]
1132,2632,Fauna,Peixes Continentais,Characidae,Rachoviscus crassiceps,Lambari-da-restinga,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano:cidades,Sim,Sim,Não,2.0,Sim,PR; SC; SP,SP,[-43.10105406 -20.73781138]
1133,2633,Fauna,Peixes Continentais,Characidae,Rachoviscus graciliceps,Lambari,Em Perigo (EN),EN,Mata Atlântica,Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas: Barrages Abastecimento/Drenagem,Sim,Sim,Não,2.0,Sim,BA; ES,BA,[-43.5046634  -14.32351935]
1134,2633,Fauna,Peixes Continentais,Characidae,Rachoviscus graciliceps,Lambari,Em Perigo (EN),EN,Mata Atlântica,Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas: Barrages Abastecimento/Drenagem,Sim,Sim,Não,2.0,Sim,BA; ES,ES,[-39.94480027 -19.16744796]
1135,2642,Fauna,Peixes Continentais,Heptapteridae,Rhamdia jequitinhonha,Mandi,Vulnerável (VU),VU,Cerrado; Mata Atlântica,Mineracao; Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Sim,MG,MG,[-42.21050698 -13.20018352]
1136,2643,Fauna,Peixes Continentais,Heptapteridae,Rhamdiopsis krugi,Bagrinho-cego,Vulnerável (VU),VU,Cerrado,Agropecuária; Outras Atividades Econômicas:Turismo,Sim,Não,Não,2.0,Sim,BA,BA,[-37.54656011  -9.66305723]
1137,2646,Fauna,Peixes Marinhos,Rhincodontidae,Rhincodon typus,Tubarão-baleia,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE,AL,[-35.33246841  -9.26316024]
1138,2646,Fauna,Peixes Marinhos,Rhincodontidae,Rhincodon typus,Tubarão-baleia,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE,AP,[-52.03703703   2.49274759]
1139,2646,Fauna,Peixes Marinhos,Rhincodontidae,Rhincodon typus,Tubarão-baleia,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE,BA,[-41.76675517  -7.92778524]
1140,2646,Fauna,Peixes Marinhos,Rhincodontidae,Rhincodon typus,Tubarão-baleia,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE,CE,[-36.32006627  -4.00585985]
1141,2646,Fauna,Peixes Marinhos,Rhincodontidae,Rhincodon typus,Tubarão-baleia,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE,ES,[-40.72968835 -20.0287292 ]
1142,2646,Fauna,Peixes Marinhos,Rhincodontidae,Rhincodon typus,Tubarão-baleia,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE,MA,[-42.648259    -1.22296682]
1143,2646,Fauna,Peixes Marinhos,Rhincodontidae,Rhincodon typus,Tubarão-baleia,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE,PA,[-56.85283568  -0.18709798]
1144,2646,Fauna,Peixes Marinhos,Rhincodontidae,Rhincodon typus,Tubarão-baleia,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE,PB,[-36.77440115  -5.64409234]
1145,2646,Fauna,Peixes Marinhos,Rhincodontidae,Rhincodon typus,Tubarão-baleia,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE,PE,[-40.36807093  -8.69297305]
1146,2646,Fauna,Peixes Marinhos,Rhincodontidae,Rhincodon typus,Tubarão-baleia,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE,PI,[-41.18834537  -4.08646631]
1147,2646,Fauna,Peixes Marinhos,Rhincodontidae,Rhincodon typus,Tubarão-baleia,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE,RJ,[-40.58770548 -21.63577865]
1148,2646,Fauna,Peixes Marinhos,Rhincodontidae,Rhincodon typus,Tubarão-baleia,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE,RN,[-34.8023976   -4.40595671]
1149,2646,Fauna,Peixes Marinhos,Rhincodontidae,Rhincodon typus,Tubarão-baleia,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE,SE,[-37.31131248  -9.33793074]
1150,2647,Fauna,Peixes Marinhos,Rhinobatidae,Rhinobatos horkelii,Raia-viola ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,ES; PR; RJ; RS; SC; SP,ES,[-39.67698837 -17.53807745]
1151,2647,Fauna,Peixes Marinhos,Rhinobatidae,Rhinobatos horkelii,Raia-viola ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,ES; PR; RJ; RS; SC; SP,PR,[-51.1284918  -21.23663651]
1152,2647,Fauna,Peixes Marinhos,Rhinobatidae,Rhinobatos horkelii,Raia-viola ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,ES; PR; RJ; RS; SC; SP,RJ,[-42.83019583 -22.39015201]
1153,2647,Fauna,Peixes Marinhos,Rhinobatidae,Rhinobatos horkelii,Raia-viola ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,ES; PR; RJ; RS; SC; SP,RS,[-50.85893167 -26.26196996]
1154,2647,Fauna,Peixes Marinhos,Rhinobatidae,Rhinobatos horkelii,Raia-viola ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,ES; PR; RJ; RS; SC; SP,SC,[-53.55483576 -24.97394712]
1155,2647,Fauna,Peixes Marinhos,Rhinobatidae,Rhinobatos horkelii,Raia-viola ,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca; Poluição,Sim,Sim,Sim,2.0,Não,ES; PR; RJ; RS; SC; SP,SP,[-47.82823552 -23.44479724]
1156,2648,Fauna,Peixes Marinhos,Rhinobatidae,Rhinobatos lentiginosus,Raia-viola ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,2.0,Não,AP; MA; PA,AP,[-49.35639966   2.47632878]
1157,2648,Fauna,Peixes Marinhos,Rhinobatidae,Rhinobatos lentiginosus,Raia-viola ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,2.0,Não,AP; MA; PA,MA,[-45.34624657  -7.06256987]
1158,2648,Fauna,Peixes Marinhos,Rhinobatidae,Rhinobatos lentiginosus,Raia-viola ,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Não,2.0,Não,AP; MA; PA,PA,[-54.69295642   2.68638358]
1159,2649,Fauna,Peixes Continentais,Characidae,Rhinopetitia potamorhachia,Desconhecido,Em Perigo (EN),EN,Amazônia,Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,MT; PA,MT,[-60.20609439 -13.08405734]
1160,2649,Fauna,Peixes Continentais,Characidae,Rhinopetitia potamorhachia,Desconhecido,Em Perigo (EN),EN,Amazônia,Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,MT; PA,PA,[-45.99675846   0.26613575]
1161,2650,Fauna,Peixes Marinhos,Myliobatidae,Rhinoptera brasiliensis,Raia-beiço-de-boi,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Sim,PR; RJ; RS; SC; SP,PR,[-51.76261681 -24.76128339]
1162,2650,Fauna,Peixes Marinhos,Myliobatidae,Rhinoptera brasiliensis,Raia-beiço-de-boi,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Sim,PR; RJ; RS; SC; SP,RJ,[-43.23819768 -22.7782051 ]
1163,2650,Fauna,Peixes Marinhos,Myliobatidae,Rhinoptera brasiliensis,Raia-beiço-de-boi,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Sim,PR; RJ; RS; SC; SP,RS,[-54.65085581 -28.43888318]
1164,2650,Fauna,Peixes Marinhos,Myliobatidae,Rhinoptera brasiliensis,Raia-beiço-de-boi,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Sim,PR; RJ; RS; SC; SP,SC,[-47.25318131 -26.44054548]
1165,2650,Fauna,Peixes Marinhos,Myliobatidae,Rhinoptera brasiliensis,Raia-beiço-de-boi,Criticamente em Perigo (CR),CR,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,2.0,Sim,PR; RJ; RS; SC; SP,SP,[-49.45227416 -19.74096757]
1166,2664,Fauna,Peixes Continentais,Doradidae,Rhynchodoras xingui,Bacuzinho,Em Perigo (EN),EN,Amazônia; Cerrado,Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,GO; MT; PA,GO,[-44.98143092 -14.73253549]
1167,2664,Fauna,Peixes Continentais,Doradidae,Rhynchodoras xingui,Bacuzinho,Em Perigo (EN),EN,Amazônia; Cerrado,Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,GO; MT; PA,MT,[-55.8419272  -17.22618698]
1168,2664,Fauna,Peixes Continentais,Doradidae,Rhynchodoras xingui,Bacuzinho,Em Perigo (EN),EN,Amazônia; Cerrado,Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,GO; MT; PA,PA,[-55.92630959   3.30870932]
1169,2685,Fauna,Peixes Marinhos,Arhynchobatidae,Rioraja agassizii,Raia-santa ,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,ES; PR; RJ; RS; SC; SP,ES,[-40.48044178 -18.21208858]
1170,2685,Fauna,Peixes Marinhos,Arhynchobatidae,Rioraja agassizii,Raia-santa ,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,ES; PR; RJ; RS; SC; SP,PR,[-50.4299233 -24.2963776]
1171,2685,Fauna,Peixes Marinhos,Arhynchobatidae,Rioraja agassizii,Raia-santa ,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,ES; PR; RJ; RS; SC; SP,RJ,[-43.74119272 -22.22700226]
1172,2685,Fauna,Peixes Marinhos,Arhynchobatidae,Rioraja agassizii,Raia-santa ,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,ES; PR; RJ; RS; SC; SP,RS,[-49.0453076  -27.56119557]
1173,2685,Fauna,Peixes Marinhos,Arhynchobatidae,Rioraja agassizii,Raia-santa ,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,ES; PR; RJ; RS; SC; SP,SC,[-51.51939907 -27.09441674]
1174,2685,Fauna,Peixes Marinhos,Arhynchobatidae,Rioraja agassizii,Raia-santa ,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não,ES; PR; RJ; RS; SC; SP,SP,[-44.17244012 -22.40752791]
1175,2688,Fauna,Peixes Continentais,Cynodontidae,Roestes itupiranga,Desconhecido,Vulnerável (VU),VU,Amazônia,Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Sim,PA,PA,[-55.84204651   3.59220208]
1176,2721,Fauna,Peixes Continentais,Anostomidae,Sartor tucuruiense,Aracu-boca-pra-cima,Em Perigo (EN),EN,Amazônia; Cerrado,Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Sim,PA; TO,PA,[-57.57659046   1.75269915]
1177,2721,Fauna,Peixes Continentais,Anostomidae,Sartor tucuruiense,Aracu-boca-pra-cima,Em Perigo (EN),EN,Amazônia; Cerrado,Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Sim,PA; TO,TO,[-48.65290368 -11.26029292]
1178,2726,Fauna,Peixes Marinhos,Labridae,Scarus trispinosus,Peixe-papagaio-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Sim,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SE; SP,AL,[-35.324501    -8.74344882]
1179,2726,Fauna,Peixes Marinhos,Labridae,Scarus trispinosus,Peixe-papagaio-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Sim,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SE; SP,BA,[-43.69647372  -9.23550921]
1180,2726,Fauna,Peixes Marinhos,Labridae,Scarus trispinosus,Peixe-papagaio-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Sim,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SE; SP,CE,[-36.37057739  -2.76252105]
1181,2726,Fauna,Peixes Marinhos,Labridae,Scarus trispinosus,Peixe-papagaio-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Sim,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SE; SP,ES,[-39.61621907 -16.0873396 ]
1182,2726,Fauna,Peixes Marinhos,Labridae,Scarus trispinosus,Peixe-papagaio-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Sim,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SE; SP,MA,[-45.66114874  -2.4844228 ]
1183,2726,Fauna,Peixes Marinhos,Labridae,Scarus trispinosus,Peixe-papagaio-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Sim,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SE; SP,PB,[-34.83987524  -5.08297053]
1184,2726,Fauna,Peixes Marinhos,Labridae,Scarus trispinosus,Peixe-papagaio-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Sim,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SE; SP,PE,[-34.2095362   -7.44081232]
1185,2726,Fauna,Peixes Marinhos,Labridae,Scarus trispinosus,Peixe-papagaio-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Sim,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SE; SP,PI,[-44.07157998  -5.70609898]
1186,2726,Fauna,Peixes Marinhos,Labridae,Scarus trispinosus,Peixe-papagaio-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Sim,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SE; SP,PR,[-47.60974183 -24.29800096]
1187,2726,Fauna,Peixes Marinhos,Labridae,Scarus trispinosus,Peixe-papagaio-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Sim,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SE; SP,RJ,[-41.86386098 -20.61311516]
1188,2726,Fauna,Peixes Marinhos,Labridae,Scarus trispinosus,Peixe-papagaio-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Sim,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SE; SP,RN,[-35.11454548  -6.07570013]
1189,2726,Fauna,Peixes Marinhos,Labridae,Scarus trispinosus,Peixe-papagaio-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Sim,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SE; SP,SE,[-37.42600095  -8.70565961]
1190,2726,Fauna,Peixes Marinhos,Labridae,Scarus trispinosus,Peixe-papagaio-azul,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Sim,AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SE; SP,SP,[-43.75590866 -23.2716214 ]
1191,2727,Fauna,Peixes Marinhos,Labridae,Scarus zelindae,Peixe-papagaio-banana,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo,Sim,Sim,Sim,3.0,Sim,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RN; SE,AL,[-34.38375848  -7.89110815]
1192,2727,Fauna,Peixes Marinhos,Labridae,Scarus zelindae,Peixe-papagaio-banana,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo,Sim,Sim,Sim,3.0,Sim,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RN; SE,AP,[-49.85799106   1.33756168]
1193,2727,Fauna,Peixes Marinhos,Labridae,Scarus zelindae,Peixe-papagaio-banana,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo,Sim,Sim,Sim,3.0,Sim,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RN; SE,BA,[-38.68864523 -17.15675825]
1194,2727,Fauna,Peixes Marinhos,Labridae,Scarus zelindae,Peixe-papagaio-banana,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo,Sim,Sim,Sim,3.0,Sim,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RN; SE,CE,[-36.75939884  -3.83627157]
1195,2727,Fauna,Peixes Marinhos,Labridae,Scarus zelindae,Peixe-papagaio-banana,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo,Sim,Sim,Sim,3.0,Sim,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RN; SE,ES,[-41.01129329 -17.43338872]
1196,2727,Fauna,Peixes Marinhos,Labridae,Scarus zelindae,Peixe-papagaio-banana,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo,Sim,Sim,Sim,3.0,Sim,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RN; SE,MA,[-4.37390421e+01 -7.79465682e-03]
1197,2727,Fauna,Peixes Marinhos,Labridae,Scarus zelindae,Peixe-papagaio-banana,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo,Sim,Sim,Sim,3.0,Sim,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RN; SE,PA,[-55.31655005   4.25098862]
1198,2727,Fauna,Peixes Marinhos,Labridae,Scarus zelindae,Peixe-papagaio-banana,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo,Sim,Sim,Sim,3.0,Sim,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RN; SE,PB,[-36.39449952  -5.8458297 ]
1199,2727,Fauna,Peixes Marinhos,Labridae,Scarus zelindae,Peixe-papagaio-banana,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo,Sim,Sim,Sim,3.0,Sim,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RN; SE,PE,[-38.96936376  -8.08655071]
1200,2727,Fauna,Peixes Marinhos,Labridae,Scarus zelindae,Peixe-papagaio-banana,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo,Sim,Sim,Sim,3.0,Sim,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RN; SE,PI,[-44.62758392  -6.27214354]
1201,2727,Fauna,Peixes Marinhos,Labridae,Scarus zelindae,Peixe-papagaio-banana,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo,Sim,Sim,Sim,3.0,Sim,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RN; SE,RN,[-36.40972447  -5.65816969]
1202,2727,Fauna,Peixes Marinhos,Labridae,Scarus zelindae,Peixe-papagaio-banana,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo,Sim,Sim,Sim,3.0,Sim,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RN; SE,SE,[-35.37649366  -9.10451539]
1203,2743,Fauna,Peixes Marinhos,Ariidae,Sciades parkeri,Gurijuba,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AP; MA; PA,AP,[-53.06043779   3.53835196]
1204,2743,Fauna,Peixes Marinhos,Ariidae,Sciades parkeri,Gurijuba,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AP; MA; PA,MA,[-43.05231545  -1.71113131]
1205,2743,Fauna,Peixes Marinhos,Ariidae,Sciades parkeri,Gurijuba,Vulnerável (VU),VU,Marinho,Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca,Sim,Não,Sim,3.0,Não,AP; MA; PA,PA,[-47.10401554   1.0248386 ]
1206,2749,Fauna,Peixes Continentais,Callichthyidae,Scleromystax macropterus,Limpa-fundo,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano:cidades; Poluição,Sim,Sim,Sim,2.0,Sim,PR; SC; SP,PR,[-48.46366346 -24.55215681]
1207,2749,Fauna,Peixes Continentais,Callichthyidae,Scleromystax macropterus,Limpa-fundo,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano:cidades; Poluição,Sim,Sim,Sim,2.0,Sim,PR; SC; SP,SC,[-48.32090098 -24.46206955]
1208,2749,Fauna,Peixes Continentais,Callichthyidae,Scleromystax macropterus,Limpa-fundo,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano:cidades; Poluição,Sim,Sim,Sim,2.0,Sim,PR; SC; SP,SP,[-44.08148672 -22.46096956]
1209,2754,Fauna,Peixes Continentais,Loricariidae,Scobinancistrus aureatus,Acari-da-pedra,Vulnerável (VU),VU,Amazônia,Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Energia,Sim,Sim,Sim,3.0,Sim,PA,PA,[-52.95493197   1.4784611 ]
1210,2755,Fauna,Peixes Continentais,Loricariidae,Scobinancistrus pariolispos,Acari-da-pedra,Vulnerável (VU),VU,Amazônia,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia,Sim,Sim,Sim,3.0,Sim,PA; TO,PA,[-52.412776     3.21246821]
1211,2755,Fauna,Peixes Continentais,Loricariidae,Scobinancistrus pariolispos,Acari-da-pedra,Vulnerável (VU),VU,Amazônia,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia,Sim,Sim,Sim,3.0,Sim,PA; TO,TO,[-49.72033845 -11.07616969]
1212,2757,Fauna,Peixes Marinhos,Scorpaenidae,Scorpaenodes insularis,Peixe-pedra-arco-iris ,Vulnerável (VU),VU,Marinho,Outras Atividades Econômicas:Transporte; Poluição,Sim,Sim,Sim,2.0,Não,PE,PE,[-39.83111464  -7.18492497]
1213,2795,Fauna,Peixes Continentais,Rivulidae,Simpsonichthys boitonei,Peixe-anual,Vulnerável (VU),VU,Cerrado,Assentamento Humano:cidades; Queimadas,Sim,Sim,Não,2.0,Sim,DF,DF,[-45.59624056 -14.74774947]
1214,2796,Fauna,Peixes Continentais,Rivulidae,Simpsonichthys cholopteryx,Desconhecido,Em Perigo (EN),EN,Cerrado,Agropecuária,Não,Não,Não,1.0,Sim,MT,MT,[-50.06443338 -12.20274722]
1215,2797,Fauna,Peixes Continentais,Rivulidae,Simpsonichthys nigromaculatus,Peixe-da-chuva,Vulnerável (VU),VU,Cerrado,Agropecuária,Não,Não,Não,1.0,Sim,GO,GO,[-49.69008469 -13.61927639]
1216,2798,Fauna,Peixes Continentais,Rivulidae,Simpsonichthys parallelus,Peixe-anual,Vulnerável (VU),VU,Cerrado,Agropecuária,Sim,Sim,Não,2.0,Sim,GO,GO,[-46.48787758 -15.27009507]
1217,2799,Fauna,Peixes Continentais,Rivulidae,Simpsonichthys punctulatus,Peixe-anual,Vulnerável (VU),VU,Cerrado,Agropecuária,Sim,Não,Não,2.0,Sim,GO,GO,[-52.73229079 -17.39072728]
1218,2800,Fauna,Peixes Continentais,Rivulidae,Simpsonichthys santanae,Peixe-anual,Criticamente em Perigo (CR),CR,Cerrado,Assentamento Humano:cidades,Sim,Sim,Não,2.0,Sim,DF,DF,[-46.66534559 -15.40410081]
1219,2801,Fauna,Peixes Continentais,Rivulidae,Simpsonichthys zonatus,Peixe-anual,Criticamente em Perigo (CR),CR,Cerrado,Agropecuária; Extracao Direta:Caça/Pesca,Não,Sim,Não,1.0,Sim,MG,MG,[-47.93020024 -19.17941917]
