,index,Fauna/Flora,Grupo,Família,Espécie (Simplificado),Nome Comum,Categoria de Ameaça,Sigla Categoria de Ameaça,Bioma,Principais Ameaças,Presença em Áreas Protegidas,Plano de Ação Nacional para Conservação (PAN),Ordenamento Pesqueiro ,Nível de Proteção na Estratégia Nacional,Espécie exclusiva do Brasil,Estados de Ocorrência_x,Estados de Ocorrência_y
51,136,Fauna,Peixes Marinhos,Alopiidae,Alopias superciliosus,Tubarão-raposa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,SE
52,136,Fauna,Peixes Marinhos,Alopiidae,Alopias superciliosus,Tubarão-raposa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,SP
53,137,Fauna,Peixes Marinhos,Alopiidae,Alopias vulpinus,Tubarão-raposa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,AL
54,137,Fauna,Peixes Marinhos,Alopiidae,Alopias vulpinus,Tubarão-raposa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,AP
55,137,Fauna,Peixes Marinhos,Alopiidae,Alopias vulpinus,Tubarão-raposa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,BA
56,137,Fauna,Peixes Marinhos,Alopiidae,Alopias vulpinus,Tubarão-raposa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,CE
57,137,Fauna,Peixes Marinhos,Alopiidae,Alopias vulpinus,Tubarão-raposa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,ES
58,137,Fauna,Peixes Marinhos,Alopiidae,Alopias vulpinus,Tubarão-raposa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,MA
59,137,Fauna,Peixes Marinhos,Alopiidae,Alopias vulpinus,Tubarão-raposa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PA
60,137,Fauna,Peixes Marinhos,Alopiidae,Alopias vulpinus,Tubarão-raposa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PB
61,137,Fauna,Peixes Marinhos,Alopiidae,Alopias vulpinus,Tubarão-raposa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PE
62,137,Fauna,Peixes Marinhos,Alopiidae,Alopias vulpinus,Tubarão-raposa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PI
63,137,Fauna,Peixes Marinhos,Alopiidae,Alopias vulpinus,Tubarão-raposa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PR
64,137,Fauna,Peixes Marinhos,Alopiidae,Alopias vulpinus,Tubarão-raposa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,RJ
65,137,Fauna,Peixes Marinhos,Alopiidae,Alopias vulpinus,Tubarão-raposa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,RN
66,137,Fauna,Peixes Marinhos,Alopiidae,Alopias vulpinus,Tubarão-raposa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,RS
67,137,Fauna,Peixes Marinhos,Alopiidae,Alopias vulpinus,Tubarão-raposa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,SC
68,137,Fauna,Peixes Marinhos,Alopiidae,Alopias vulpinus,Tubarão-raposa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,SE
69,137,Fauna,Peixes Marinhos,Alopiidae,Alopias vulpinus,Tubarão-raposa,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,4.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,SP
70,182,Fauna,Peixes Continentais,Rivulidae,Anablepsoides cearensis,Peixe-anual,Criticamente em Perigo (CR),CR,Caatinga,Agropecuária; Assentamento Humano:cidades,Não,Não,Não,1.0,Sim,CE,CE
71,188,Fauna,Peixes Continentais,Loricariidae,Ancistrus cryptophthalmus,Cascudinho-de-caverna,Em Perigo (EN),EN,Cerrado,Agropecuária; Outras Atividades Econômicas:Turismo,Sim,Não,Não,2.0,Sim,GO,GO
72,189,Fauna,Peixes Continentais,Loricariidae,Ancistrus formoso,Cascudo-cego,Vulnerável (VU),VU,Cerrado,Mineracao,Não,Não,Não,1.0,Sim,MS,MS
73,190,Fauna,Peixes Continentais,Loricariidae,Ancistrus minutus,Desconhecido,Em Perigo (EN),EN,Cerrado,Agropecuária; Assentamento Humano:cidades; Mineracao; Outras Atividades Econômicas:Energia,Não,Sim,Sim,1.0,Sim,GO,GO
74,222,Fauna,Peixes Continentais,Parodontidae,Apareiodon davisi,Peixe-rei,Em Perigo (EN),EN,Caatinga,Agropecuária,Não,Sim,Não,1.0,Sim,CE; PB,CE
75,222,Fauna,Peixes Continentais,Parodontidae,Apareiodon davisi,Peixe-rei,Em Perigo (EN),EN,Caatinga,Agropecuária,Não,Sim,Não,1.0,Sim,CE; PB,PB
76,223,Fauna,Peixes Continentais,Parodontidae,Apareiodon vladii,Canivete,Vulnerável (VU),VU,Mata Atlântica,Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Sim,PR; SP,PR
77,223,Fauna,Peixes Continentais,Parodontidae,Apareiodon vladii,Canivete,Vulnerável (VU),VU,Mata Atlântica,Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Sim,PR; SP,SP
78,227,Fauna,Peixes Continentais,Characidae,Aphyocheirodon hemigrammus,Lambari,Vulnerável (VU),VU,Cerrado; Mata Atlântica,Poluição,Sim,Sim,Não,2.0,Sim,MS; PR; SP,MS
79,227,Fauna,Peixes Continentais,Characidae,Aphyocheirodon hemigrammus,Lambari,Vulnerável (VU),VU,Cerrado; Mata Atlântica,Poluição,Sim,Sim,Não,2.0,Sim,MS; PR; SP,PR
80,227,Fauna,Peixes Continentais,Characidae,Aphyocheirodon hemigrammus,Lambari,Vulnerável (VU),VU,Cerrado; Mata Atlântica,Poluição,Sim,Sim,Não,2.0,Sim,MS; PR; SP,SP
81,234,Fauna,Peixes Continentais,Apteronotidae,Apteronotus acidops,Sarapó,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano:cidades; Outras Atividades Econômicas:Transporte; Poluição,Não,Sim,Não,1.0,Sim,MS; SP,MS
82,234,Fauna,Peixes Continentais,Apteronotidae,Apteronotus acidops,Sarapó,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano:cidades; Outras Atividades Econômicas:Transporte; Poluição,Não,Sim,Não,1.0,Sim,MS; SP,SP
83,235,Fauna,Peixes Continentais,Apteronotidae,Apteronotus lindalvae,Desconhecido,Criticamente em Perigo (CR),CR,Amazônia,Outras Atividades Econômicas:Energia,Sim,Sim,Não,2.0,Sim,AM,AM
84,289,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten articulatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,RJ; SP,RJ
85,289,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten articulatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,RJ; SP,SP
86,290,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten brasiliensis,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,BA; RJ; SP,BA
87,290,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten brasiliensis,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,BA; RJ; SP,RJ
88,290,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten brasiliensis,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,BA; RJ; SP,SP
89,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,AL
90,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,AP
91,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,BA
92,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,CE
93,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,ES
94,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,MA
95,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PA
96,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PB
97,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PE
98,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PI
99,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,PR
100,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,RJ
101,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,RN
102,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,RS
103,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,SC
104,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,SE
105,291,Fauna,Invertebrados Aquáticos,Astropectinidae,Astropecten marginatus,Estrela-do-mar,Vulnerável (VU),VU,Marinho,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo; Poluição,Sim,Não,Não,2.0,Não,AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP,SP
106,292,Fauna,Peixes Continentais,Characidae,Astyanax eremus,"Lambari, Piaba",Criticamente em Perigo (CR),CR,Mata Atlântica,Agropecuária,Sim,Sim,Não,2.0,Sim,PR,PR
107,293,Fauna,Peixes Continentais,Characidae,Astyanax gymnogenys,Lambari ,Em Perigo (EN),EN,Mata Atlântica,Especies Exoticas; Outras Atividades Econômicas:Energia; Poluição,Não,Sim,Não,1.0,Sim,PR; SC,PR
108,293,Fauna,Peixes Continentais,Characidae,Astyanax gymnogenys,Lambari ,Em Perigo (EN),EN,Mata Atlântica,Especies Exoticas; Outras Atividades Econômicas:Energia; Poluição,Não,Sim,Não,1.0,Sim,PR; SC,SC
109,294,Fauna,Peixes Continentais,Characidae,Astyanax jordanensis,Lambari ,Vulnerável (VU),VU,Mata Atlântica,Outras Atividades Econômicas:Energia,Não,Sim,Não,1.0,Sim,PR,PR
110,300,Fauna,Peixes Continentais,Rivulidae,Atlantirivulus lazzarotoi,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica,Assentamento Humano:cidades,Não,Não,Não,1.0,Sim,RJ,RJ
111,301,Fauna,Peixes Continentais,Rivulidae,Atlantirivulus maricensis,Desconhecido,Criticamente em Perigo (CR),CR,Mata Atlântica,Agropecuária; Mineracao; Outras Atividades Econômicas:Transporte,Não,Não,Não,1.0,Sim,RJ,RJ
112,302,Fauna,Peixes Continentais,Rivulidae,Atlantirivulus nudiventris,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica,Assentamento Humano:cidades,Sim,Não,Não,1.0,Sim,ES,ES
113,303,Fauna,Peixes Continentais,Rivulidae,Atlantirivulus simplicis,Peixe-anual,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano:cidades,Não,Não,Não,1.0,Sim,RJ; SP,RJ
114,303,Fauna,Peixes Continentais,Rivulidae,Atlantirivulus simplicis,Peixe-anual,Em Perigo (EN),EN,Mata Atlântica,Assentamento Humano:cidades,Não,Não,Não,1.0,Sim,RJ; SP,SP
115,304,Fauna,Peixes Marinhos,Arhynchobatidae,Atlantoraja castelnaui,Raia-chita,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não, RS; PR; SC; SP,RS
116,304,Fauna,Peixes Marinhos,Arhynchobatidae,Atlantoraja castelnaui,Raia-chita,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não, RS; PR; SC; SP,PR
117,304,Fauna,Peixes Marinhos,Arhynchobatidae,Atlantoraja castelnaui,Raia-chita,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não, RS; PR; SC; SP,SC
118,304,Fauna,Peixes Marinhos,Arhynchobatidae,Atlantoraja castelnaui,Raia-chita,Em Perigo (EN),EN,Marinho,Extracao Direta:Caça/Pesca,Sim,Sim,Sim,3.0,Não, RS; PR; SC; SP,SP
119,318,Fauna,Peixes Continentais,Rivulidae,Austrolebias adloffi,Peixe-anual,Em Perigo (EN),EN,Pampa,Assentamento Humano:cidades,Não,Sim,Não,1.0,Sim,RS,RS
120,319,Fauna,Peixes Continentais,Rivulidae,Austrolebias alexandri,Peixe-anual,Criticamente em Perigo (CR),CR,Pampa,Agropecuária,Não,Sim,Não,1.0,Não,RS,RS
121,320,Fauna,Peixes Continentais,Rivulidae,Austrolebias arachan,Peixe-anual,Criticamente em Perigo (CR),CR,Pampa,Agropecuária,Não,Não,Não,1.0,Não,RS,RS
122,321,Fauna,Peixes Continentais,Rivulidae,Austrolebias carvalhoi,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica,Assentamento Humano:cidades,Não,Sim,Não,1.0,Sim,PR; SC,PR
123,321,Fauna,Peixes Continentais,Rivulidae,Austrolebias carvalhoi,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica,Assentamento Humano:cidades,Não,Sim,Não,1.0,Sim,PR; SC,SC
124,322,Fauna,Peixes Continentais,Rivulidae,Austrolebias charrua,Peixe-anual,Em Perigo (EN),EN,Pampa,Agropecuária,Não,Sim,Não,1.0,Não,RS,RS
125,323,Fauna,Peixes Continentais,Rivulidae,Austrolebias cheradophilus,Peixe-anual,Criticamente em Perigo (CR),CR,Pampa,Agropecuária; Assentamento Humano:cidades,Não,Não,Não,1.0,Não,RS,RS
126,324,Fauna,Peixes Continentais,Rivulidae,Austrolebias cyaneus,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica; Pampa,Agropecuária,Não,Sim,Não,1.0,Sim,RS,RS
127,325,Fauna,Peixes Continentais,Rivulidae,Austrolebias ibicuiensis,Peixe-anual,Criticamente em Perigo (CR),CR,Pampa,Agropecuária,Não,Sim,Não,1.0,Sim,RS,RS
128,326,Fauna,Peixes Continentais,Rivulidae,Austrolebias jaegari,Peixe-anual,Criticamente em Perigo (CR),CR,Pampa,Agropecuária,Não,Não,Não,1.0,Sim,RS,RS
129,327,Fauna,Peixes Continentais,Rivulidae,Austrolebias juanlangi,Peixe-anual,Em Perigo (EN),EN,Pampa,Agropecuária,Não,Sim,Não,1.0,Sim,RS,RS
130,328,Fauna,Peixes Continentais,Rivulidae,Austrolebias litzi,Peixe-anual,Criticamente em Perigo (CR),CR,Pampa,Agropecuária; Mineracao,Não,Não,Não,1.0,Sim,RS,RS
131,329,Fauna,Peixes Continentais,Rivulidae,Austrolebias luteoflammulatus,Peixe-anual,Criticamente em Perigo (CR),CR,Pampa,Agropecuária,Não,Sim,Não,1.0,Não,RS,RS
132,330,Fauna,Peixes Continentais,Rivulidae,Austrolebias melanoorus,Peixe-anual,Em Perigo (EN),EN,Pampa,Agropecuária; Mineracao; Poluição,Não,Não,Não,1.0,Não,RS,RS
133,331,Fauna,Peixes Continentais,Rivulidae,Austrolebias minuano,Peixe-anual,Em Perigo (EN),EN,Pampa,Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas:Transporte,Não,Sim,Não,1.0,Sim,RS,RS
134,332,Fauna,Peixes Continentais,Rivulidae,Austrolebias nachtigalli,Peixe-anual,Em Perigo (EN),EN,Pampa,Agropecuária,Não,Não,Não,1.0,Sim,RS,RS
135,333,Fauna,Peixes Continentais,Rivulidae,Austrolebias nigrofasciatus,Peixe-anual,Em Perigo (EN),EN,Pampa,Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas:Transporte,Não,Sim,Não,1.0,Sim,RS,RS
136,334,Fauna,Peixes Continentais,Rivulidae,Austrolebias paucisquama,Peixe-anual,Vulnerável (VU),VU,Pampa,Agropecuária; Outras Atividades Econômicas:Transporte,Não,Não,Não,1.0,Sim,RS,RS
137,335,Fauna,Peixes Continentais,Rivulidae,Austrolebias periodicus,Peixe-anual,Vulnerável (VU),VU,Pampa,Agropecuária,Não,Sim,Não,1.0,Não,RS,RS
138,336,Fauna,Peixes Continentais,Rivulidae,Austrolebias prognathus,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica,Agropecuária; Assentamento Humano:cidades,Não,Não,Não,1.0,Não,RS,RS
139,337,Fauna,Peixes Continentais,Rivulidae,Austrolebias univentripinnis,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica,Agropecuária; Assentamento Humano:cidades,Não,Não,Não,1.0,Sim,RS,RS
140,338,Fauna,Peixes Continentais,Rivulidae,Austrolebias varzeae,Peixe-anual,Vulnerável (VU),VU,Mata Atlântica,Agropecuária; Outras Atividades Econômicas:Energia,Não,Não,Não,1.0,Sim,RS,RS
141,339,Fauna,Peixes Continentais,Rivulidae,Austrolebias vazferreirai,Peixe-anual,Criticamente em Perigo (CR),CR,Pampa,Agropecuária; Mineracao,Não,Não,Não,1.0,Não,RS,RS
142,340,Fauna,Peixes Continentais,Rivulidae,Austrolebias wolterstorffi,Peixe-anual,Criticamente em Perigo (CR),CR,Mata Atlântica; Pampa,Agropecuária; Assentamento Humano:cidades,Não,Sim,Não,1.0,Não,RS,RS
143,364,Fauna,Peixes Continentais,Pimelodidae,Bagropsis reinhardti,Bagre ,Vulnerável (VU),VU,Cerrado,Mineracao; Outras Atividades Econômicas:Energia; Poluição,Não,Sim,Não,1.0,Sim,MG,MG
144,390,Fauna,Peixes Continentais,Loricariidae,Baryancistrus longipinnis,Desconhecido,Criticamente em Perigo (CR),CR,Amazônia,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia,Sim,Sim,Sim,2.0,Sim,GO; MA; MT; PA; TO,GO
145,390,Fauna,Peixes Continentais,Loricariidae,Baryancistrus longipinnis,Desconhecido,Criticamente em Perigo (CR),CR,Amazônia,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia,Sim,Sim,Sim,2.0,Sim,GO; MA; MT; PA; TO,MA
146,390,Fauna,Peixes Continentais,Loricariidae,Baryancistrus longipinnis,Desconhecido,Criticamente em Perigo (CR),CR,Amazônia,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia,Sim,Sim,Sim,2.0,Sim,GO; MA; MT; PA; TO,MT
147,390,Fauna,Peixes Continentais,Loricariidae,Baryancistrus longipinnis,Desconhecido,Criticamente em Perigo (CR),CR,Amazônia,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia,Sim,Sim,Sim,2.0,Sim,GO; MA; MT; PA; TO,PA
148,390,Fauna,Peixes Continentais,Loricariidae,Baryancistrus longipinnis,Desconhecido,Criticamente em Perigo (CR),CR,Amazônia,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia,Sim,Sim,Sim,2.0,Sim,GO; MA; MT; PA; TO,TO
149,391,Fauna,Peixes Continentais,Loricariidae,Baryancistrus niveatus,Acari,Criticamente em Perigo (CR),CR,Amazônia; Cerrado,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia,Sim,Sim,Sim,2.0,Sim,GO; PA; TO,GO
150,391,Fauna,Peixes Continentais,Loricariidae,Baryancistrus niveatus,Acari,Criticamente em Perigo (CR),CR,Amazônia; Cerrado,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia,Sim,Sim,Sim,2.0,Sim,GO; PA; TO,PA
151,391,Fauna,Peixes Continentais,Loricariidae,Baryancistrus niveatus,Acari,Criticamente em Perigo (CR),CR,Amazônia; Cerrado,Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia,Sim,Sim,Sim,2.0,Sim,GO; PA; TO,TO
152,463,Fauna,Invertebrados Aquáticos,Bouchardiidae,Bouchardia rosea,Desconhecido,Em Perigo (EN),EN,Marinho,Desastres Naturais; Poluição,Sim,Não,Não,2.0,Sim,ES; RJ; SP; PR; SC; RS,ES
153,463,Fauna,Invertebrados Aquáticos,Bouchardiidae,Bouchardia rosea,Desconhecido,Em Perigo (EN),EN,Marinho,Desastres Naturais; Poluição,Sim,Não,Não,2.0,Sim,ES; RJ; SP; PR; SC; RS,RJ
